"","...1","symbol","date","open","high","low","close","volume","adjusted","name","currency","exchange","industry","logo","weburl","environment_grade","environment_level","social_grade","social_level","governance_grade","governance_level","environment_score","social_score","governance_score","total_score","last_processing_date","total_grade","total_level","cik","baseline_price","after_shock","day","log_price","Industrials","Health Care","Information Technology","Utilities","Financials","Materials","Consumer Discretionary","Real Estate","Communication Services","Consumer Staples","Energy"
"1493",1619,"AAPL",2022-11-09,138.5,138.550003051758,134.589996337891,134.869995117188,74917800,132.86555480957,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,30,4.90431131532493,0,0,1,0,0,0,0,0,0,0,0
"1494",1620,"AAPL",2022-11-10,141.240005493164,146.869995117188,139.5,146.869995117188,118854000,144.687210083008,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,31,4.98954780851996,0,0,1,0,0,0,0,0,0,0,0
"1495",1621,"AAPL",2022-11-11,145.820007324219,150.009994506836,144.369995117188,149.699996948242,93979700,147.475158691406,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,32,5.00863327103976,0,0,1,0,0,0,0,0,0,0,0
"1496",1622,"AAPL",2022-11-14,148.970001220703,150.279998779297,147.429992675781,148.279998779297,73374100,146.076248168945,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,35,4.99910237005011,0,0,1,0,0,0,0,0,0,0,0
"1497",1623,"AAPL",2022-11-15,152.220001220703,153.589996337891,148.559997558594,150.039993286133,89868300,147.810119628906,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,36,5.0109018804665,0,0,1,0,0,0,0,0,0,0,0
"1498",1624,"AAPL",2022-11-16,149.130004882812,149.869995117188,147.289993286133,148.789993286133,64218300,146.578659057617,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,37,5.0025358707165,0,0,1,0,0,0,0,0,0,0,0
"1499",1625,"AAPL",2022-11-17,146.429992675781,151.479995727539,146.149993896484,150.720001220703,80389400,148.479995727539,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,38,5.0154238189272,0,0,1,0,0,0,0,0,0,0,0
"1500",1626,"AAPL",2022-11-18,152.309997558594,152.699996948242,149.970001220703,151.289993286133,74829600,149.04150390625,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,39,5.01919848037928,0,0,1,0,0,0,0,0,0,0,0
"1501",1627,"AAPL",2022-11-21,150.160003662109,150.369995117188,147.720001220703,148.009994506836,58724100,145.810272216797,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,42,4.99727980193563,0,0,1,0,0,0,0,0,0,0,0
"1502",1628,"AAPL",2022-11-22,148.130004882812,150.419998168945,146.929992675781,150.179992675781,51804100,147.947998046875,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,43,5.01183452590213,0,0,1,0,0,0,0,0,0,0,0
"1503",1629,"AAPL",2022-11-23,149.449996948242,151.830001831055,149.339996337891,151.070007324219,58301400,148.824798583984,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,44,5.01774335403792,0,0,1,0,0,0,0,0,0,0,0
"1504",1630,"AAPL",2022-11-25,148.309997558594,148.880004882812,147.119995117188,148.110000610352,35195900,145.908813476562,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,46,4.99795524505982,0,0,1,0,0,0,0,0,0,0,0
"1505",1631,"AAPL",2022-11-28,145.139999389648,146.639999389648,143.380004882812,144.220001220703,69246000,142.076583862305,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,49,4.97133991995279,0,0,1,0,0,0,0,0,0,0,0
"1506",1632,"AAPL",2022-11-29,144.289993286133,144.809997558594,140.350006103516,141.169998168945,83763800,139.071884155273,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,50,4.94996482492554,0,0,1,0,0,0,0,0,0,0,0
"1507",1633,"AAPL",2022-11-30,141.399993896484,148.720001220703,140.550003051758,148.029998779297,111380900,145.830001831055,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,51,4.99741494767908,0,0,1,0,0,0,0,0,0,0,0
"1508",1634,"AAPL",2022-12-01,148.210006713867,149.130004882812,146.610000610352,148.309997558594,71250400,146.105804443359,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,52,4.99930466129236,0,0,1,0,0,0,0,0,0,0,0
"1509",1635,"AAPL",2022-12-02,145.960006713867,148,145.649993896484,147.809997558594,65447400,145.613250732422,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,53,4.99592764870679,0,0,1,0,0,0,0,0,0,0,0
"1510",1636,"AAPL",2022-12-05,147.770004272461,150.919998168945,145.770004272461,146.630004882812,68826400,144.450775146484,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,56,4.98791244028921,0,0,1,0,0,0,0,0,0,0,0
"1511",1637,"AAPL",2022-12-06,147.070007324219,147.300003051758,141.919998168945,142.910003662109,64727200,140.786087036133,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,57,4.96221508711898,0,0,1,0,0,0,0,0,0,0,0
"1512",1638,"AAPL",2022-12-07,142.190002441406,143.369995117188,140,140.940002441406,69721100,138.845336914062,"Apple Inc","USD","NASDAQ NMS - GLOBAL MARKET","Technology","https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png","https://www.apple.com/","BB","Medium","B","Medium","B","Medium",355,281,255,891,"16-04-2022","BB","Medium",320193,140.419998168945,1,58,4.94833428522118,0,0,1,0,0,0,0,0,0,0,0
"1513",1639,"AMAT",2022-10-10,82,82.129997253418,77.3600006103516,79.1900024414062,14211900,77.0466842651367,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,0,4.37185005905205,0,0,1,0,0,0,0,0,0,0,0
"1514",1640,"AMAT",2022-10-11,77.7399978637695,78.7699966430664,74.9700012207031,76.3000030517578,12441100,74.2349014282227,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,1,4.33467297828724,0,0,1,0,0,0,0,0,0,0,0
"1515",1641,"AMAT",2022-10-12,76.5500030517578,77,75.4700012207031,76.0100021362305,7770200,73.9527587890625,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,2,4.33086493868255,0,0,1,0,0,0,0,0,0,0,0
"1516",1642,"AMAT",2022-10-13,72.1800003051758,81.5199966430664,71.120002746582,79.4199981689453,17560200,77.2704620361328,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,3,4.37475020264777,0,0,1,0,0,0,0,0,0,0,0
"1517",1643,"AMAT",2022-10-14,79.5599975585938,79.9000015258789,74.5899963378906,74.8199996948242,10453000,72.7949600219727,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,4,4.3150852248412,0,0,1,0,0,0,0,0,0,0,0
"1518",1644,"AMAT",2022-10-17,77.2099990844727,77.8899993896484,74.1600036621094,74.4100036621094,10772300,72.3960647583008,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,7,4.30959039062445,0,0,1,0,0,0,0,0,0,0,0
"1519",1645,"AMAT",2022-10-18,76.6900024414062,77.4400024414062,74.1500015258789,75.2300033569336,10231000,73.1938629150391,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,8,4.3205501321944,0,0,1,0,0,0,0,0,0,0,0
"1520",1646,"AMAT",2022-10-19,75,77.7900009155273,74.4400024414062,77.2600021362305,10579200,75.1689300537109,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,9,4.34717638488802,0,0,1,0,0,0,0,0,0,0,0
"1521",1647,"AMAT",2022-10-20,78.3600006103516,82.120002746582,77.2099990844727,78.6600036621094,13287900,76.5310287475586,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,10,4.36513481355985,0,0,1,0,0,0,0,0,0,0,0
"1522",1648,"AMAT",2022-10-21,78.8300018310547,82.6500015258789,78.129997253418,82.4199981689453,11569500,80.1892547607422,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,11,4.41182810369453,0,0,1,0,0,0,0,0,0,0,0
"1523",1649,"AMAT",2022-10-24,82.8300018310547,85.0800018310547,81.9000015258789,84.9400024414062,12005000,82.6410751342773,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,14,4.44194515362784,0,0,1,0,0,0,0,0,0,0,0
"1524",1650,"AMAT",2022-10-25,85.9400024414062,88.5,85.75,87.5299987792969,10349400,85.1609649658203,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,15,4.47198157779824,0,0,1,0,0,0,0,0,0,0,0
"1525",1651,"AMAT",2022-10-26,86.4700012207031,90.25,85.8000030517578,88.1399993896484,8989100,85.7544479370117,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,16,4.47892645248904,0,0,1,0,0,0,0,0,0,0,0
"1526",1652,"AMAT",2022-10-27,88.7799987792969,89.9899978637695,86.370002746582,86.5400009155273,6822500,84.1977615356445,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,17,4.46060674537598,0,0,1,0,0,0,0,0,0,0,0
"1527",1653,"AMAT",2022-10-28,86.620002746582,89.9300003051758,86.4599990844727,89.7200012207031,6388600,87.2916793823242,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,18,4.4966937232577,0,0,1,0,0,0,0,0,0,0,0
"1528",1654,"AMAT",2022-10-31,88.8600006103516,89.4000015258789,87.6600036621094,88.2900009155273,6875400,85.900390625,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,21,4.48062686128304,0,0,1,0,0,0,0,0,0,0,0
"1529",1655,"AMAT",2022-11-01,90.5,90.8000030517578,89,89.7900009155273,6105600,87.3597869873047,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,22,4.49747362072903,0,0,1,0,0,0,0,0,0,0,0
"1530",1656,"AMAT",2022-11-02,90.3499984741211,93.2900009155273,87.5299987792969,87.7600021362305,10650300,85.3847351074219,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,23,4.47460584030871,0,0,1,0,0,0,0,0,0,0,0
"1531",1657,"AMAT",2022-11-03,85.9599990844727,87.7099990844727,84.6999969482422,86.3000030517578,6849700,83.9642486572266,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,24,4.45782963345158,0,0,1,0,0,0,0,0,0,0,0
"1532",1658,"AMAT",2022-11-04,90.0500030517578,91.8000030517578,88.8399963378906,91.6999969482422,8692700,89.2181015014648,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,25,4.51852234598262,0,0,1,0,0,0,0,0,0,0,0
"1533",1659,"AMAT",2022-11-07,92.2600021362305,95.120002746582,92.0999984741211,95.0400009155273,7684200,92.4677047729492,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,28,4.55429786524741,0,0,1,0,0,0,0,0,0,0,0
"1534",1660,"AMAT",2022-11-08,96.9800033569336,98.7900009155273,94.7799987792969,97.4599990844727,10067000,94.8222045898438,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,0,29,4.57944202802148,0,0,1,0,0,0,0,0,0,0,0
"1535",1661,"AMAT",2022-11-09,95.2799987792969,96.6100006103516,94.2399978637695,94.379997253418,6864600,91.825553894043,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,1,30,4.54732915719693,0,0,1,0,0,0,0,0,0,0,0
"1536",1662,"AMAT",2022-11-10,100.160003662109,104.889999389648,99.4800033569336,104.790000915527,11692800,101.953804016113,"Applied Materials Inc","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png","https://www.appliedmaterials.com/","A","High","BB","Medium","BB","Medium",525,317,300,1142,"16-04-2022","BBB","High",6951,79.1900024414062,1,31,4.65195835622363,0,0,1,0,0,0,0,0,0,0,0
